O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
11-3071.04,Supply Chain Managers,1.B.1.f,Conventional,OI,Occupational Interests,5.25,02/2026,Machine Learning/Expert
11-3071.04,Supply Chain Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-3071.04,Supply Chain Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-3071.04,Supply Chain Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
11-3111.00,Compensation and Benefits Managers,1.B.1.a,Realistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
11-3111.00,Compensation and Benefits Managers,1.B.1.b,Investigative,OI,Occupational Interests,2.18,02/2026,Machine Learning/Expert
11-3111.00,Compensation and Benefits Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.41,02/2026,Machine Learning/Expert
11-3111.00,Compensation and Benefits Managers,1.B.1.d,Social,OI,Occupational Interests,3.81,02/2026,Machine Learning/Expert
11-3111.00,Compensation and Benefits Managers,1.B.1.e,Enterprising,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
11-3111.00,Compensation and Benefits Managers,1.B.1.f,Conventional,OI,Occupational Interests,5.66,02/2026,Machine Learning/Expert
11-3111.00,Compensation and Benefits Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-3111.00,Compensation and Benefits Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-3111.00,Compensation and Benefits Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
11-3121.00,Human Resources Managers,1.B.1.a,Realistic,OI,Occupational Interests,1.26,02/2026,Machine Learning/Expert
11-3121.00,Human Resources Managers,1.B.1.b,Investigative,OI,Occupational Interests,2.31,02/2026,Machine Learning/Expert
11-3121.00,Human Resources Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.50,02/2026,Machine Learning/Expert
11-3121.00,Human Resources Managers,1.B.1.d,Social,OI,Occupational Interests,3.88,02/2026,Machine Learning/Expert
11-3121.00,Human Resources Managers,1.B.1.e,Enterprising,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
11-3121.00,Human Resources Managers,1.B.1.f,Conventional,OI,Occupational Interests,5.54,02/2026,Machine Learning/Expert
11-3121.00,Human Resources Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-3121.00,Human Resources Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-3121.00,Human Resources Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
11-3131.00,Training and Development Managers,1.B.1.a,Realistic,OI,Occupational Interests,1.90,02/2026,Machine Learning/Expert
11-3131.00,Training and Development Managers,1.B.1.b,Investigative,OI,Occupational Interests,3.04,02/2026,Machine Learning/Expert
11-3131.00,Training and Development Managers,1.B.1.c,Artistic,OI,Occupational Interests,2.57,02/2026,Machine Learning/Expert
11-3131.00,Training and Development Managers,1.B.1.d,Social,OI,Occupational Interests,5.54,02/2026,Machine Learning/Expert
11-3131.00,Training and Development Managers,1.B.1.e,Enterprising,OI,Occupational Interests,6.35,02/2026,Machine Learning/Expert
11-3131.00,Training and Development Managers,1.B.1.f,Conventional,OI,Occupational Interests,4.04,02/2026,Machine Learning/Expert
11-3131.00,Training and Development Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-3131.00,Training and Development Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
11-3131.00,Training and Development Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.a,Realistic,OI,Occupational Interests,5.16,02/2026,Machine Learning/Expert
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.b,Investigative,OI,Occupational Interests,2.74,02/2026,Machine Learning/Expert
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.c,Artistic,OI,Occupational Interests,1.06,02/2026,Machine Learning/Expert
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.d,Social,OI,Occupational Interests,2.63,02/2026,Machine Learning/Expert
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.e,Enterprising,OI,Occupational Interests,5.52,02/2026,Machine Learning/Expert
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.f,Conventional,OI,Occupational Interests,4.53,02/2026,Machine Learning/Expert
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-9021.00,Construction Managers,1.B.1.a,Realistic,OI,Occupational Interests,4.68,02/2026,Machine Learning/Expert
11-9021.00,Construction Managers,1.B.1.b,Investigative,OI,Occupational Interests,3.18,02/2026,Machine Learning/Expert
11-9021.00,Construction Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.70,02/2026,Machine Learning/Expert
11-9021.00,Construction Managers,1.B.1.d,Social,OI,Occupational Interests,2.35,02/2026,Machine Learning/Expert
11-9021.00,Construction Managers,1.B.1.e,Enterprising,OI,Occupational Interests,5.73,02/2026,Machine Learning/Expert
11-9021.00,Construction Managers,1.B.1.f,Conventional,OI,Occupational Interests,4.80,02/2026,Machine Learning/Expert
11-9021.00,Construction Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-9021.00,Construction Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-9021.00,Construction Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.a,Realistic,OI,Occupational Interests,1.20,02/2026,Machine Learning/Expert
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.b,Investigative,OI,Occupational Interests,2.90,02/2026,Machine Learning/Expert
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.c,Artistic,OI,Occupational Interests,2.78,02/2026,Machine Learning/Expert
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.d,Social,OI,Occupational Interests,6.46,02/2026,Machine Learning/Expert
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.e,Enterprising,OI,Occupational Interests,4.85,02/2026,Machine Learning/Expert
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.f,Conventional,OI,Occupational Interests,4.53,02/2026,Machine Learning/Expert
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.a,Realistic,OI,Occupational Interests,1.31,02/2026,Machine Learning/Expert
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.b,Investigative,OI,Occupational Interests,3.06,02/2026,Machine Learning/Expert
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.c,Artistic,OI,Occupational Interests,2.84,02/2026,Machine Learning/Expert
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.d,Social,OI,Occupational Interests,5.72,02/2026,Machine Learning/Expert
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.e,Enterprising,OI,Occupational Interests,5.34,02/2026,Machine Learning/Expert
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.f,Conventional,OI,Occupational Interests,4.68,02/2026,Machine Learning/Expert
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-9033.00,"Education Administrators, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
11-9033.00,"Education Administrators, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,3.83,02/2026,Machine Learning/Expert
11-9033.00,"Education Administrators, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,2.81,02/2026,Machine Learning/Expert
11-9033.00,"Education Administrators, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,5.64,02/2026,Machine Learning/Expert
11-9033.00,"Education Administrators, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,5.30,02/2026,Machine Learning/Expert
11-9033.00,"Education Administrators, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,4.91,02/2026,Machine Learning/Expert
11-9033.00,"Education Administrators, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
11-9033.00,"Education Administrators, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-9033.00,"Education Administrators, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-9041.00,Architectural and Engineering Managers,1.B.1.a,Realistic,OI,Occupational Interests,2.99,02/2026,Machine Learning/Expert
11-9041.00,Architectural and Engineering Managers,1.B.1.b,Investigative,OI,Occupational Interests,4.56,02/2026,Machine Learning/Expert
11-9041.00,Architectural and Engineering Managers,1.B.1.c,Artistic,OI,Occupational Interests,2.64,02/2026,Machine Learning/Expert
11-9041.00,Architectural and Engineering Managers,1.B.1.d,Social,OI,Occupational Interests,2.95,02/2026,Machine Learning/Expert
11-9041.00,Architectural and Engineering Managers,1.B.1.e,Enterprising,OI,Occupational Interests,6.40,02/2026,Machine Learning/Expert
11-9041.00,Architectural and Engineering Managers,1.B.1.f,Conventional,OI,Occupational Interests,4.43,02/2026,Machine Learning/Expert
11-9041.00,Architectural and Engineering Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-9041.00,Architectural and Engineering Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
11-9041.00,Architectural and Engineering Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.a,Realistic,OI,Occupational Interests,4.16,11/2023,Machine Learning
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.b,Investigative,OI,Occupational Interests,5.84,11/2023,Machine Learning
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.c,Artistic,OI,Occupational Interests,2.11,11/2023,Machine Learning
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.d,Social,OI,Occupational Interests,2.10,11/2023,Machine Learning
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.e,Enterprising,OI,Occupational Interests,4.70,11/2023,Machine Learning
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.f,Conventional,OI,Occupational Interests,3.51,11/2023,Machine Learning
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,11/2023,Machine Learning
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5.00,11/2023,Machine Learning
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,11/2023,Machine Learning
11-9051.00,Food Service Managers,1.B.1.a,Realistic,OI,Occupational Interests,4.16,02/2026,Machine Learning/Expert
11-9051.00,Food Service Managers,1.B.1.b,Investigative,OI,Occupational Interests,1.96,02/2026,Machine Learning/Expert
11-9051.00,Food Service Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.63,02/2026,Machine Learning/Expert
11-9051.00,Food Service Managers,1.B.1.d,Social,OI,Occupational Interests,3.53,02/2026,Machine Learning/Expert
11-9051.00,Food Service Managers,1.B.1.e,Enterprising,OI,Occupational Interests,5.97,02/2026,Machine Learning/Expert
11-9051.00,Food Service Managers,1.B.1.f,Conventional,OI,Occupational Interests,5.06,02/2026,Machine Learning/Expert
11-9051.00,Food Service Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-9051.00,Food Service Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-9051.00,Food Service Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
11-9071.00,Gambling Managers,1.B.1.a,Realistic,OI,Occupational Interests,2.80,02/2026,Machine Learning/Expert
11-9071.00,Gambling Managers,1.B.1.b,Investigative,OI,Occupational Interests,1.35,02/2026,Machine Learning/Expert
11-9071.00,Gambling Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.09,02/2026,Machine Learning/Expert
11-9071.00,Gambling Managers,1.B.1.d,Social,OI,Occupational Interests,2.86,02/2026,Machine Learning/Expert
11-9071.00,Gambling Managers,1.B.1.e,Enterprising,OI,Occupational Interests,6.74,02/2026,Machine Learning/Expert
11-9071.00,Gambling Managers,1.B.1.f,Conventional,OI,Occupational Interests,5.46,02/2026,Machine Learning/Expert
11-9071.00,Gambling Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-9071.00,Gambling Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
11-9071.00,Gambling Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.a,Realistic,OI,Occupational Interests,3.35,02/2026,Machine Learning/Expert
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.b,Investigative,OI,Occupational Interests,1.96,02/2026,Machine Learning/Expert
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.c,Artistic,OI,Occupational Interests,1.98,02/2026,Machine Learning/Expert
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.d,Social,OI,Occupational Interests,3.93,02/2026,Machine Learning/Expert
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.e,Enterprising,OI,Occupational Interests,6.25,02/2026,Machine Learning/Expert
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.f,Conventional,OI,Occupational Interests,5.04,02/2026,Machine Learning/Expert
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
