O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
11-3012.00,Administrative Services Managers,21265,Learn to operate new office technologies as they are developed and implemented.,,,11/2020,Analyst
11-3012.00,Administrative Services Managers,21266,"Manage paper or electronic filing systems by recording information, updating paperwork, or maintaining documents, such as attendance records or correspondence.",,,11/2020,Analyst
11-3012.00,Administrative Services Managers,21267,"Meet with other departmental leaders to establish organizational goals, strategic plans, and objectives, as well as make decisions about personnel, resources, and space or equipment needs.",,,11/2020,Analyst
11-3012.00,Administrative Services Managers,21268,"Oversee payroll functions, such as maintaining timekeeping information and processing and submitting payroll.",,,11/2020,Analyst
11-3012.00,Administrative Services Managers,21269,"Read through contracts, regulations, and procedural guidelines to ensure comprehension and compliance.",,,11/2020,Analyst
11-3012.00,Administrative Services Managers,21270,Represent work unit at meetings or conferences and serve as liaison for requests or complaints.,,,11/2020,Analyst
11-3012.00,Administrative Services Managers,21271,Supervise administrative staff and provide training and orientation to new staff.,,,11/2020,Analyst
11-3013.00,Facilities Managers,21276,"Monitor the facility to ensure that it remains safe, secure, and well-maintained.",Core,95,08/2024,Incumbent
11-3013.00,Facilities Managers,21278,"Oversee the maintenance and repair of machinery, equipment, and electrical and mechanical systems.",Core,95,08/2024,Incumbent
11-3013.00,Facilities Managers,21277,"Oversee construction and renovation projects to improve efficiency and to ensure that facilities meet environmental, health, and security standards, and comply with government regulations.",Core,94,08/2024,Incumbent
11-3013.00,Facilities Managers,21280,"Plan, administer, and control budgets for contracts, equipment, and supplies.",Core,94,08/2024,Incumbent
11-3013.00,Facilities Managers,21279,"Participate in architectural and engineering planning and design, including space and installation management.",Core,94,08/2024,Incumbent
11-3013.00,Facilities Managers,21282,Set goals and deadlines for the department.,Core,95,08/2024,Incumbent
11-3013.00,Facilities Managers,21273,Conduct classes to teach procedures to staff.,Core,95,08/2024,Incumbent
11-3013.00,Facilities Managers,21281,Prepare and review operational reports and schedules to ensure accuracy and efficiency.,Core,94,08/2024,Incumbent
11-3013.00,Facilities Managers,21272,"Acquire, distribute and store supplies.",Core,96,08/2024,Incumbent
11-3013.00,Facilities Managers,21274,"Dispose of, or oversee the disposal of, surplus or unclaimed property.",Core,96,08/2024,Incumbent
11-3013.00,Facilities Managers,21275,Manage leasing of facility space.,Supplemental,95,08/2024,Incumbent
11-3013.01,Security Managers,21291,Develop budgets for security operations.,Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21298,"Identify, investigate, or resolve security breaches.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21302,"Plan, direct, or coordinate security activities to safeguard company employees, guests, or others on company property.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21297,Direct or participate in emergency management and contingency planning.,Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21305,"Respond to medical emergencies, bomb threats, fire alarms, or intrusion alarms, following emergency response procedures.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21283,"Analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21290,"Create or implement security standards, policies, and procedures.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21284,Assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21307,"Supervise or provide leadership to subordinate security professionals, performing activities such as hiring, investigating applicants' backgrounds, training, assigning work, evaluating performance, or disciplining.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21295,"Develop, implement, manage, or evaluate policies and methods to protect personnel against harassment, threats, or violence.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21296,"Develop, recommend, or manage security procedures for operations or processes, such as security call centers, access control, and reporting tools.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21301,Plan security for special and high-risk events.,Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21288,"Conduct threat or vulnerability analyses to determine probable frequency, criticality, consequence, or severity of natural or man-made disasters or criminal activity on the organization's profitability or delivery of products or services.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21287,Conduct physical examinations of property to ensure compliance with security policies and regulations.,Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21300,"Monitor security policies, programs or procedures to ensure compliance with internal security policies, or applicable government security requirements, policies, and directives.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21289,"Coordinate security operations or activities with public law enforcement, fire and other agencies.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21299,"Monitor and ensure a sound, ethical environment.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21310,"Write or review security-related documents, such as incident reports, proposals, and tactical or strategic initiatives.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21286,"Communicate security status, updates, and actual or potential problems, using established protocols.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21309,Train subordinate security professionals or other organization members in security rules and procedures.,Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21292,"Develop or manage investigation programs, including collection and preservation of video and notes of surveillance processes or investigative interviews.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21303,"Prepare reports or make presentations on internal investigations, losses, or violations of regulations, policies and procedures.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21285,"Attend meetings, professional seminars, or conferences to keep abreast of changes in executive legislative directives or new technologies impacting security operations.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21304,"Purchase security-related supplies, equipment, or technology.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21293,"Develop, arrange for, perform, or assess executive protection activities to reduce security risks.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21306,Review financial reports to ensure efficiency and quality of security operations.,Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21294,"Develop, conduct, support, or assist in governmental reviews, internal corporate evaluations, or assessments of the overall effectiveness of facility and personnel security processes.",Core,20,08/2025,Occupational Expert
11-3013.01,Security Managers,21308,Support efforts to reduce substance abuse or other illegal activities in the workplace.,Core,20,08/2025,Occupational Expert
